,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value
11,4.95886508270049,4.0081499151669595,4.975780776812788,3.56975145614168,4.604580821254663,4.333091148908449,2.701842590619765,4.419375897662561,4.314157940372028,4.532075775961089,3.7018588640467582,4.157043946235499,4.4552094251587135,4.969882797931845,3.309888065992106,4.018391748754387,2.8035364190322647,3.377525155962577,4.022205116363066,4.074102153564698,4.566258175400466,4.125487406523666,3.2105253725280587,4.328457219677444,4.3976549957967315,4.057720475684117,4.187552613476782,4.180516162594466,3.7785925387526245,2.993615624764721,3.224031850117181,3.133252593439103,4.994692040965058,3.01319359387352
12,4.98961276154663,4.648842257755185,4.982036697029891,3.998579190908271,4.919274229840733,4.876820545136854,3.5071535963372256,4.981900541413099,4.768164996159356,4.7598843486436415,3.332395643842041,4.023014393816187,5.2383817053117046,3.0268005594286147,4.975817963388467,4.021155769366861,3.3541052163405434,2.832534611176084,4.955807217616347,4.919763542897768,4.349243805158283,4.394336012193338,4.974383581866307,4.725907798561783,4.003540231213883,4.3025409188964465,4.388777088100151,4.145802673047074,4.675843051382384,5.200482025527199,1.975785497856149,4.638260182129498,4.225686500067234,4.202984468129464
13,4.001988404781,4.330950606379196,4.1735614676779615,3.7698288538956835,4.860507794420447,4.10150919918181,4.927609029544932,4.055954014772151,4.536395763891089,4.940601562455382,3.5510991470924873,3.5315951387524738,4.001207588808299,2.9800805670291854,3.9735795354493657,3.405493502923438,1.7747922803399765,2.746307358866302,2.787596271324632,4.135570138284634,4.894071328210835,4.007961948745984,3.01023028750059,5.362831411302237,3.2990784329591576,3.9714600395288393,4.672119857065111,3.971190150902957,2.0503051324652937,4.133144979582559,0.7971621986400398,3.9319496044640987,3.971579159577347,4.209042276215362
14,4.976516511519844,4.032885451126001,4.991729529445411,3.8036726643325354,4.986223747287198,4.557537445696767,3.6612992773607385,4.6143562423382996,4.534514786042978,4.652330793735076,3.6386709120472616,4.149785407499455,4.984329910457145,4.4174815536462075,3.7341860948762045,4.383380572375177,2.5340185094706174,3.0290142923011363,4.1911671648479984,3.973450747167226,4.785270771799102,4.521137095360328,3.794353415416283,4.970662687590905,4.2446964790611315,4.120563434685191,3.9563034683458467,4.286228725444942,3.8372743598479415,3.44659130449664,2.648069352945541,4.006014759464216,5.199086293946163,4.497055991659294
15,4.9748685561913915,4.762476921042974,5.0056893027422715,4.96997107519542,4.968974237062388,4.877297402826238,3.5704912237233186,5.043833216652581,4.910323538397373,4.8580555810209045,4.33284943119315,3.763725032785894,4.995043967406845,4.00833022905931,3.527057481564179,4.3132087097875225,3.2097175347868028,3.5143943210531408,4.464871102882066,3.6991756015081467,4.251486341107267,4.349302122035418,3.5361229297388013,4.660769144546745,4.049924326046162,4.707605848271973,4.12487020127253,4.979874458229209,3.323572491238916,3.388305882950966,1.8517257372509168,3.5828169081991152,4.1001279823042776,4.572382227352358
16,4.0081819489373025,3.8349188506216314,3.9919455512738056,2.9036022289155654,4.558230385505537,4.235659954865203,3.1243898497410667,4.003010825698455,3.9070791795809656,4.444604119211607,2.765186743378691,3.6534350702390075,4.02768961147189,3.5740960208946104,3.9671065817402202,3.6734012577401645,3.1110489740297878,2.97799028281462,3.8574579415440553,4.582376748321785,4.508348589092201,4.328387536833446,3.824481193337568,4.200430198718406,3.431471800677203,3.373912500995348,3.8982704114011204,3.1642031078463506,3.8774497816993927,4.9748325088950045,3.6815915160765194,4.983319477794565,4.980420136303336,3.998009590711747
17,3.9981935352908184,3.9974417252581764,4.0284922213105,3.5475414483705596,4.920806933253211,4.150108238666661,2.885824578859758,4.141081013440257,4.099245029906383,4.515319347117341,3.0454168459760256,3.504595312639953,3.9887321276221135,3.517617492934393,3.710266439152577,3.4966237619614406,2.3489921584687505,3.948860913102248,3.2752210190066395,3.4100344243246936,4.7110310739704255,3.827671450281824,2.466163314586393,4.016947260082162,4.039659615900133,3.8781078685602868,3.7365775465108895,3.7158897785350504,3.1811140252574592,4.194268919822582,2.638942097606914,3.3169729462907527,4.199706960979353,3.964720247555664
18,4.985545033982252,4.494752904877826,4.986369683285127,3.761167001175006,4.958278541063743,4.589544750827339,2.9215225998262877,4.728743691954927,4.6478968479899265,4.690436272363303,3.920495805999916,4.392219894600879,4.998527740716568,4.991833560143851,3.7826654604510876,4.5389796391310915,2.7380025880674923,3.9072748647654043,4.379146793206685,3.626058166713407,5.002948495262519,4.258920201151261,3.5260833402011067,4.581439956084333,4.971179471290668,4.594647495715927,4.288406036323523,4.535561868441317,4.166912451267482,3.529229753848244,3.094564081674303,3.506676851561528,4.689494164342192,4.276258760884466
19,4.922800118148867,4.989244049941357,4.48629115187627,3.894010207189381,5.34452152881524,5.016455676569784,3.3625708217945114,4.879887942140545,4.970779389371897,5.176562106395545,3.5935312616587627,4.655960493822724,4.875717217055385,4.298947752880714,4.977167866136959,4.0152621941585975,2.8339837025126036,5.115573334804553,3.800968907709505,4.364720438447223,5.000082684847732,4.965233924092996,3.0143590489191867,5.004558909170102,4.979561616241282,4.6074027846668635,5.018137910649688,4.3276362225328855,4.307437321873208,4.871504025409285,2.988461826707176,3.8354997022381605,4.655225899581975,3.5805813067991665
20,4.72703730845897,4.972073660338872,4.470762853265553,3.9893364714859088,4.98912980995166,4.779887063734308,3.898164870411453,4.676593437004962,4.6953075151276105,4.982499504320912,4.0162589756035025,4.074138613202607,4.938313563929703,4.016278208684454,4.069384789591026,4.3188353937431,2.640794119615464,3.529325581955447,4.256170149902532,4.581987107208589,5.185468308307453,4.6178080862595365,3.9967385540137617,4.9766857910392055,4.132932144688832,4.539127232794246,4.40973724620813,4.325392269554336,3.3544411967734695,4.646390267330661,2.9908557344057716,4.731927115819098,4.00225940211635,4.990904654504889
21,3.089435024347823,3.966542211182864,3.1647772691448695,3.242052495881691,3.009575669473767,2.92507991304543,2.415217825557477,3.021599682646298,3.4544205435907607,3.4960291907666186,3.9612753296923158,2.683830370641638,3.007918544138935,3.2642546826566274,1.6552409228924079,3.1944375098384357,1.351382494990163,2.5677038258737004,2.426232067297203,1.9998376650993077,3.002995159310747,2.2812477325412592,1.8587521467017167,3.010713190222562,2.9093462923266626,3.9645691083873897,3.1580330117177247,3.992111159429412,1.005845915521624,2.244323045671468,1.0409539204352596,1.008547382077068,1.244615743330359,3.0261399377104006
22,4.3838479160383494,4.0097757814938895,3.8009336617319454,3.3107841173216452,4.377559100168513,4.168115104018585,3.983958992797253,4.037261067941093,3.999334796741041,4.348538850354427,3.459648982531336,3.804699353252069,4.07057693628848,3.8583415512179084,3.3354573353081607,4.112063375502169,2.0801342416590547,2.8971335642694194,3.003727235497954,3.9094192976438507,4.46210394557283,4.96828847985373,3.40312968619816,4.975362795684076,3.406720660042876,3.6102997772945455,3.8885938931602704,3.6821767442867035,3.142798006049527,3.3465238413959657,2.3627801598591422,4.6367954515653045,4.57366888395631,3.860095522910265
23,3.776985366570675,3.9853986437124034,3.7703196540034587,2.7951191723463684,3.7527893357576234,4.151816986545045,2.008626778596976,3.777218147340016,3.765187748494758,3.761163802702021,3.4396056717640775,3.9618594978762105,4.843480133569669,4.984774758044521,3.0957946904523195,4.069265337936917,2.8334511877909185,3.8908303825414237,4.336416023419024,4.239362859664934,4.46470245183494,3.9112936561020817,3.6557090712603353,3.4293639113229073,3.997374325647734,3.8692665457979114,3.2181306027392766,3.7489139107126714,3.9853637338839576,3.6284232990356298,4.9780145646545755,4.003841242103144,3.0152860232632603,4.986631219115326
24,4.976090593935179,4.996298341654637,4.979262504341803,3.6981243738789966,4.990046073368629,4.998327164173606,3.587286251248478,4.972597330316386,4.896810938263508,5.009350304675979,3.7004034660443486,4.520977951865712,5.3412866862876225,4.154348936868027,4.977733881992623,4.39662227882555,3.421268526661607,3.495144793769295,4.852734558015274,5.29640714161,5.197011664701157,4.73573075600641,4.969582593378128,5.003011371676644,4.487215815311204,4.551880554015625,4.977670127499479,4.278979983297639,4.905083120984352,5.2222310975183674,2.9823956480510416,5.1900878624969895,4.363690737307884,4.468691359560464
25,4.417878720358356,4.9746684123368485,4.0196462520162495,3.6244063634130246,4.75033838237357,4.365659901246786,3.917466540957668,4.315668542569755,4.49380638545359,4.982802295310706,3.9168220704874717,3.972234170342528,4.006708556823671,3.8991018000712616,3.9369355268818094,3.874309292577317,2.2673025392468578,3.721315437288171,3.1427118678532633,4.237072535075972,5.142664324552467,4.475547589550352,3.1130150678446724,4.976624074260362,4.041881954909267,4.351493647944186,4.979608907275162,4.02968421254452,2.8276285677665105,4.338628832977096,2.241436541040464,4.219949149738244,3.8743899088657714,3.5167663497741195
26,4.945268675419521,4.996193378648848,4.69462200921168,4.147670663566359,4.99835561411204,4.991299311999084,3.585799421547709,4.980174996050293,4.8165571380774495,5.014602472352356,4.023953222382085,4.2958549407563735,4.933318376806005,4.527413528640598,4.291477453644792,4.359405127458008,3.25272136886089,4.085617392788127,4.180476283240525,4.50235419439159,5.136463016692146,4.982864578259258,3.8154775790777307,5.001154373082931,4.481610723691797,4.53527494275337,4.968478780562323,4.394359307411561,4.157093000372279,4.147761075234108,2.859228678765899,4.8723329900276084,4.580510592979126,4.001534169675489
27,4.929893945721139,5.011968343563288,5.08138234192797,4.598206869911214,4.986801554279673,4.723405901216041,3.926765713711129,4.82950991493036,4.9129802655833315,5.114151376567326,4.9399868524935915,4.065514295436411,4.921948626830986,5.044792749102776,3.006144120499002,4.865978044893005,2.6364326125172517,3.4042444225664097,4.078222072003922,3.741786646295938,5.179197235683743,4.39420969087474,3.5606823400230843,4.994064518797726,4.282326351607997,4.994076687083003,4.4694811240765375,5.173436611475065,2.864909693333924,3.2116030119254555,2.462167236621876,3.779291930452233,4.136686666079798,5.001041072374759
28,4.945084288434449,5.001764409751283,5.1580927820514075,4.185595317205005,5.2716210629148526,4.807875732632412,3.5430353367793304,4.945485612024893,5.094211015852678,5.197490187894914,4.311107067744204,4.514517129844971,4.978415543698226,4.998176491428955,4.07928746056468,4.569486787009884,2.9886506408672053,4.263872894843763,4.18610970681058,3.967228407934051,5.3416571268676805,4.381540846899859,3.483322527445517,4.995643215531893,4.979449085380831,4.982878597708314,4.979455371550348,4.9765694006735615,3.9732233246725848,3.9314131609095955,2.5122167366439316,3.638031017103172,4.4834182113762715,4.4801359345440215
29,4.992464726581868,4.976985983508051,4.79393251821874,3.9936498918528955,4.99436791658955,4.783145648925565,3.618150202371833,4.815106707964573,4.769754703340297,4.972656109366539,4.424942302357683,4.39906825206349,4.999917345961236,4.9926354825369215,3.6225030833821403,4.97730861093945,2.763766229646772,3.7241399061263962,4.220709079215373,3.958872680118124,5.254195326377405,4.815160484202749,3.9678733569569475,4.993252684574147,4.593061096532629,4.804463172822001,4.467555066211108,4.746489603535168,3.8442271413282336,3.8924188181050488,3.1032326807547026,4.4236116672326675,4.458682034115636,4.881659085020206
30,3.9703143058324315,3.9080028615202687,4.974805747108721,4.122673056610384,4.9816960843043665,3.6991870604762154,3.274949748192083,4.051120263386567,4.555926208172736,4.967242251962493,3.8694078130041656,3.3952814130566225,3.0468753074515416,3.9938476449316584,2.5108647924873595,3.698773842214711,3.1249179969672505,3.134094801573658,3.0141467614382464,3.0465490715732715,4.004756717616349,3.007998169478439,2.2249398695316818,4.002597040668296,3.553637910581197,4.302058173751705,4.009864783385618,4.956216809842797,2.4398397571850308,3.273386478397142,0.9871570821559031,1.4662427184097095,4.3937227094044315,3.7044061934216748
31,4.52828910434642,4.582481419496194,5.000875521422416,4.306223675127529,4.938884683044237,4.667511553287065,3.4793313415867217,4.7639569763625875,4.958245829870516,4.826420791699611,4.02719350212109,4.111876057982115,4.970515317391459,4.309581193569555,3.8791281712140053,4.362838851425066,3.3561930341097925,3.7816290612870573,4.3555808651588945,3.8268148599445446,4.41130635127607,4.100574564849699,3.7162587482016276,4.60609118813704,4.259492895357323,4.697984288531202,4.292640308928741,4.988429744172116,3.991214790773788,3.8720552678674696,2.0048275825058943,3.4192971478744583,4.001982440319596,4.992715378097283
32,4.5264777112938805,4.303994081552717,4.978179320842564,4.95831546872187,4.684490628833467,4.7966806062520275,2.9858153696065597,4.903011982040896,4.643888323644215,4.52924326365662,4.048100686525309,3.4026984022131748,4.989551641403435,4.07382967112974,3.2499027041580533,3.9971473715967805,3.6752870796373953,3.5146544578839296,4.594758528762731,3.6962967208981197,4.00103191027159,3.9854918811585067,3.3905775181591826,4.0228525644892335,3.738779347600066,4.360087603074503,3.767882440442524,4.755152491331687,3.5089148925028484,3.061423469865619,2.26890132204664,3.5911499983579427,3.970758653572978,4.6134437577429805
33,4.993225605401917,5.0188438360131356,5.0016829100633995,4.619000341019405,5.3871999829827555,4.986262055525389,4.948851333349887,4.983510957391231,5.102346808956143,5.422645610755207,4.447662654139937,4.114564316159204,5.000119513754619,4.215211186192493,3.9664570754914585,4.56362741658777,2.7394179247893984,3.202057432463934,4.002872316960141,4.6262410295013865,5.441821297080099,4.993063419619148,4.000442864358142,5.767104362341727,3.952231143068201,4.677742052255188,4.876014559127119,4.810692387582778,3.0432907284006907,4.096323919510048,1.9857619701286073,5.020067931844766,4.76323351652479,5.19734915707423
34,4.3431664705621955,4.500932279856858,4.9997836750572215,4.757373576509169,4.700264334026144,4.830209264901683,4.041551985151525,4.628238933608423,4.957033014468333,4.979455515974312,4.246775301787788,3.69246965174799,4.974689369653794,3.835411187823839,3.5328906152843924,3.99984059817534,3.617578671548744,3.0207582530914365,4.365294613032251,4.836476473154772,3.8575124200333373,4.165176971011703,3.9358153546819565,4.616757471089948,3.052066805703687,4.423612856707649,4.090550574478317,4.982243564699977,3.088235158128468,4.141082996202837,2.1661644406073166,3.685712078347558,3.7421505402977164,5.076897519445546
35,4.906103434938949,4.622080822039573,4.996401167662879,3.30361679664408,5.1022213466213024,4.544744597881548,2.806478178974046,4.437188761337222,4.912555509199329,4.999003105587422,4.0058500602063924,4.984553150632903,4.997686581751828,4.988514550781949,4.028507570586417,4.96109735420159,2.4530509871313564,4.210850567889661,4.093993690234895,3.5937428904004305,4.301961992234675,4.230423118137242,3.5824176574909172,4.484766600851544,4.99566224280981,4.990278954411062,4.00801654469006,5.003693395821877,4.47269930467072,4.977316688632808,3.4072099677816743,2.0256009749921398,4.466731697728885,4.433949687027336
36,4.6134711840542435,3.998809946080246,4.978004389782042,3.697418520975136,4.3579582723603005,3.998401509986991,4.288107916989466,4.334244875441638,4.2749710505261715,4.328025039844361,3.875279990031552,3.505362387306583,4.60064740092961,3.579557271380338,3.1120963119985743,4.4918567398113955,2.4393959294992364,1.0223685387040693,4.249829976950235,3.9342663995626026,4.561593550536507,3.888311971978082,4.977862385743015,4.966987254609787,3.2704666948996968,4.01368296227598,3.8198331766274736,4.280429012867804,3.2367164770731303,3.119700495809752,1.0099218559901053,4.566471484834332,4.20124500400092,4.992858684386749
37,4.9974471447754505,5.118170499671713,5.003164645734859,4.707451011802338,4.891799741715659,4.850382757936924,3.7808375568767647,4.979489618303431,4.8743362182870875,4.997248558211741,4.952192910432487,4.007069917782707,5.070821652318318,4.97077287640904,3.06348017593872,4.989221581344163,2.8967304370862808,3.413469190778403,4.347747842089153,3.7006394722118117,5.0836103326414275,4.571995050592232,3.847601470391084,4.906454396953302,4.282430069158029,5.000548582351,4.410808322096566,5.125056902782962,3.1603949532299214,3.2108890839360043,2.55734523245705,4.241837535419454,4.055600098111038,5.092707379604424
38,4.176876210641484,3.7396376189412375,4.952529837821785,3.6560234686039017,4.965069182314431,4.003790043638741,2.9319474774000787,4.246809756059589,4.2163996355988775,4.634458605541848,3.2573821401059955,3.451748755752881,4.007953427312184,3.9738563914954206,3.364983275076772,3.568729165835433,2.737673955063343,3.011650681007583,3.683397900398754,3.7481713987336254,4.99253331849955,3.2631534193668092,2.998420152915812,4.013099693913822,4.001532854431819,3.917805663663594,3.979999059368624,4.013993775767099,3.2987328106684903,3.6353847075473373,2.221059291063317,3.1112568533434115,4.639886663597968,3.886689453676288
39,4.813888703322881,4.947403004604858,5.008319740693732,4.276385763827021,5.243997804017725,4.759646687539219,3.12568234640921,4.966640445548362,4.990339187851639,4.996322984926515,4.019693206339435,4.223955321804585,5.002943726933942,4.34346539847302,4.25876360440979,4.310502151229683,2.9737956922374162,4.310854597421539,4.381450868788454,3.579262403833304,5.0079398116956115,4.010750999148778,3.3790881772856913,4.574376921077139,4.986527197201368,4.956001067736793,4.637746785472317,4.82003019307876,4.0010719316917776,4.215488525547791,2.251033966048223,3.29982992813085,4.07203807159771,4.486816226683107
40,4.973576007117675,4.574992781023178,5.198473489108889,4.9768572528646065,4.424102281056099,4.645858638034786,3.9865952840272674,4.964051988891693,4.496560955943028,4.497854202199091,4.9938946914881,3.343509699988659,5.01421686810242,4.71284322142634,2.0499557699531845,5.21369703554807,3.5399019123233724,1.7259623595085183,5.001642646559748,3.8620011234043,4.668687956120051,4.51287069651408,4.9608420714678685,4.717306744895268,3.277884880846982,4.52178597149744,3.573172803227631,5.091391130985678,3.0665463146583507,2.1322961060877423,2.1985415240434474,5.31783001136694,4.12157542159565,5.97316098447274
41,4.5919941384882135,4.586180799702192,4.799470557522056,4.9627529850996455,4.992641957011635,4.982156406630675,3.3049745616034802,4.976403608130459,4.907626935749241,4.8342088128585035,3.8960160520060874,3.652841237004025,4.993470007674685,3.7343397899829434,3.9858184418396974,3.7692230910690063,3.4967959108928914,4.145935600311333,4.352640538400165,3.7922773411590267,4.008231864136347,4.219192928290465,3.008795160128259,4.386803254552722,3.9830249072609973,4.478220578855762,4.215859470262363,4.693083761440616,3.4577947755166303,3.8094299787646193,2.104531087607994,3.449953455694035,4.124258101665595,4.299432106956533
42,4.0290419996217,4.347707054195031,4.179321178015639,3.990028222911605,5.008625749140917,4.341172827231753,2.9107328078978907,4.456200386485134,4.463285076868138,4.644251344314041,3.449956589123122,3.7623088730147596,4.127368080422797,4.182126461141021,3.833050958220129,3.606119361225608,2.633380684828624,4.95883564538672,3.034695550867805,3.003135644843497,4.98258725721292,3.985742522956382,1.9304357235909466,4.226998350427943,4.620151378493902,4.28783488411185,4.441730529004072,4.23119824958156,3.4796394831058617,3.3874921895416645,2.013641503653286,3.0995755798767943,3.9910442428797577,3.732141714132535
43,4.284186978056109,4.2712623203898215,4.283877924225248,3.4279193770723593,4.009926576806849,4.328423388789259,2.8912730692084745,4.182623001279664,4.102963420896005,4.118444644898127,3.9779577988116497,3.9140744913454086,4.971995585849503,4.978449284072283,3.1502318851095126,4.2232363849127035,2.4632856833730052,3.363636313029889,4.098090971191108,3.912939690887473,4.794882065849525,4.094873618093837,3.59308600436285,4.212215845408719,4.10063050279548,4.124741808252797,3.9854598642383268,4.016508314531367,3.4492392531693232,2.9492496155750345,3.6068700048702333,4.1722318345180485,3.5932891686167854,4.39262180612734
44,4.2284857578946955,4.119849006658113,4.108697765947321,3.6798365609518564,4.9790011922466,3.991491593721065,3.99553728411763,4.073170147082081,4.300366274638382,4.7552903186999504,3.577099355977117,3.654177135174804,3.74569175966537,3.8518771949428454,3.367654143887101,3.6806638222822454,1.5777523727501293,3.5822472061448782,2.5323702779140356,3.0037159183243105,4.997051822070754,4.071785140626087,2.0252305496816088,4.950575515922676,4.045100759829397,4.013653806952429,4.31363495462566,3.989849869013721,2.219352937184998,3.20650800119418,1.5356716406753508,3.1574178139542375,4.592007298056992,3.6659288476581144
45,4.628339101559345,4.508447385237198,4.565207279512997,4.031818702457498,4.964836057913321,4.983063577700475,2.033625572224388,4.949486359208623,4.661012175334863,4.571705877080851,3.064298899925216,4.136523215639108,5.082082765976164,3.8937181607596862,4.965432022635982,3.565437451983265,3.6077886728916893,5.131122581381959,4.510542468779315,3.9124323084374257,4.212479305606406,4.23530143351668,3.017236293224816,3.84874928557356,4.906747439143871,4.3189333852026195,4.395742259117822,4.038550876730115,4.9978328838371056,4.660640067383684,3.172845649251729,3.3991688768706156,4.277160359299086,3.264089879276132
46,5.193043245170731,4.933186201020867,4.979073566614133,4.076805020343145,5.211116399156524,4.999271495756725,3.452978124961432,5.037673587617908,4.971923340607202,5.007702559123367,4.222390680004348,4.669571732747152,5.30175633748576,5.067384574862205,4.1046427637514675,4.986148039114364,3.017919541111218,4.227113210186341,4.477105613064777,3.913622547631623,5.108460478913293,4.986224361032024,3.924857446163195,5.061828716328567,4.979653373794905,4.866071333799635,4.53662656408874,4.8436096817226035,4.48079353856521,4.010158182471118,3.152339607019667,4.252283804454193,4.841550612319147,4.827305529575495
47,4.749555503089875,4.913555917243828,4.480805854065373,4.16771326131577,4.874655112448487,4.976650930180171,3.6209666725175254,4.756272468199867,4.716993488348133,4.972903215116789,4.067434966140027,4.184538027875177,4.996464979280151,4.303522776495552,4.0234927577709225,4.298925530150948,2.9914100321459944,3.9847993329840365,4.0481766484149215,4.82959085228692,4.858027563618704,4.976724749004111,3.8018038832712415,4.813385363012829,4.00365163414503,4.476013001730166,4.422713065078646,4.447022294571734,3.7518061281230004,4.433759466294013,3.226882923046488,4.572114262581342,4.012747317565664,4.431396554431665
48,4.608290219804644,4.447701923734903,4.4840460859708395,3.7046965325800754,4.526493630607768,4.9442173668364395,2.3812804150004685,4.6721137188988955,4.519797268832528,4.4509625889767435,3.441032550835331,4.35022273064251,5.273722719557542,4.4531674072785545,4.363075040378289,4.096104812121471,3.602574128235906,4.434912750951442,4.61861340917493,4.669825200140855,4.119574046716722,4.663552195489262,3.8841010655916985,4.018880723773721,4.318811492582231,4.226632569205117,4.020914301919071,4.184949876639131,4.978292264489071,4.522052815158389,3.9912957239555906,4.006777908535192,4.009685146837942,4.004738222278719
